course_id,title,institution,institution_abbrev,institution_type,url,qualification_level,course_code,minor_second_major,admission_type,qualification_required,jae_aggregate,description,source_file,matched_majors,matched_domains,confidence,match_method,needs_review,suggested_majors
with Second Major in Entrepreneurship",Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/phet-bachelor-of-science-in-applied-physics-with-second-major-in-entrepreneurship,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Entrepreneurship|Physics,Business and Economics|Mathematics and Computer Science|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Entrepreneurship (1.0); Educational Leadership (0.47); Neuroscience (0.43)
phme-bachelor-of-science-in-applied-physics,Bachelor of Science in Applied Physics,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/phme-bachelor-of-science-in-applied-physics,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Physics,Mathematics and Computer Science|Physical and Environment Sciences,0.95,keyword,False,Physics (1.0); Applied Mathematics (0.71); Public Policy (0.5)
bsftfd-bachelor-of-science-in--biological-sciences-with-second-major-infuture-foods,Bachelor of Science in  Biological Sciences With Second Major Infuture Foods,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/bsftfd-bachelor-of-science-in--biological-sciences-with-second-major-infuture-foods,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Biology,Biological Sciences|Physical and Environment Sciences,0.95,keyword,False,Natural Sciences (0.5); Political Science (0.41); Artificial Intelligence & Machine Learning (0.4)
bsmcp-bachelor-of-science-in--biological-sciences-with-second-major-in-medicinal-chemistry-and-pharmacology,Bachelor of Science in  Biological Sciences With Second Major in Medicinal Chemistry and Pharmacology,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/bsmcp-bachelor-of-science-in--biological-sciences-with-second-major-in-medicinal-chemistry-and-pharmacology,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Biology|Chemistry,Biological Sciences|Physical and Environment Sciences,0.95,keyword,False,Chemistry (1.0); Food Systems and Policy (0.47); Biomedical Engineering (0.45)
chsn-bachelor-of-science-in-chemistry-and-biological-chemistry-with-second-major-in-sustainability,Bachelor of Science in Chemistry and Biological Chemistry With Second Major in Sustainability,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/chsn-bachelor-of-science-in-chemistry-and-biological-chemistry-with-second-major-in-sustainability,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Chemistry|Climate Change & Sustainability Studies,Biological Sciences|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Sustainable Agriculture (0.65); Urban Design and Sustainability (0.62); Sustainable Engineering (0.59)
chff-bachelor-of-science-in-chemistry-and-biological-chemistry-with-second-major-in-future-foods,Bachelor of Science in Chemistry and Biological Chemistry With Second Major in Future Foods,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/chff-bachelor-of-science-in-chemistry-and-biological-chemistry-with-second-major-in-future-foods,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Chemistry,Biological Sciences|Physical and Environment Sciences,0.95,keyword,False,Aquaculture and Fisheries (0.43); Cultural Studies (0.43); Film Studies (0.42)
chet-bachelor-of-science-in-chemistry-and-biological-chemistry-with-second-major-in-entrepreneurship,Bachelor of Science in Chemistry and Biological Chemistry With Second Major in Entrepreneurship,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/chet-bachelor-of-science-in-chemistry-and-biological-chemistry-with-second-major-in-entrepreneurship,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Chemistry|Entrepreneurship,Biological Sciences|Business and Economics|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Entrepreneurship (1.0); Educational Leadership (0.47); Neuroscience (0.43)
ches-bachelor-of-science-in-chemistry-and-biological-chemistry-with-second-major-in-environmental-science,Bachelor of Science in Chemistry and Biological Chemistry With Second Major in Environmental Science,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/ches-bachelor-of-science-in-chemistry-and-biological-chemistry-with-second-major-in-environmental-science,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Chemistry|Climate Change & Sustainability Studies|Environmental Science,Biological Sciences|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Environmental Science (1.0); Animal Science (0.74); Environmental Law (0.74)
chda-bachelor-of-science-in-chemistry-and-biological-chemistry-with-second-major-in-data-analytics,Bachelor of Science in Chemistry and Biological Chemistry With Second Major in Data Analytics,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/chda-bachelor-of-science-in-chemistry-and-biological-chemistry-with-second-major-in-data-analytics,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Chemistry|Data Science,Biological Sciences|Mathematics and Computer Science|Physical and Environment Sciences,0.95,keyword,False,Mathematics (0.56); Data Science (0.54); Languages and Linguistics (0.51)
chtd-bachelor-of-science-in-chemistry-and-biological-chemistry-with-second-major-in-business-international-trading,Bachelor of Science in Chemistry and Biological Chemistry With Second Major in Business (International Trading),Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/chtd-bachelor-of-science-in-chemistry-and-biological-chemistry-with-second-major-in-business-international-trading,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Business Administration|Chemistry,Biological Sciences|Business and Economics|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,International Relations (0.76); International Business (0.73); Industrial Design (0.56)
chem-bachelor-of-science-in-chemistry-and-biological-chemistry,Bachelor of Science in Chemistry and Biological Chemistry,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/chem-bachelor-of-science-in-chemistry-and-biological-chemistry,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Chemistry,Biological Sciences|Physical and Environment Sciences,0.95,keyword,False,Chemistry (1.0); Food Systems and Policy (0.46); Media and Communications (0.45)
bssust-bachelor-of-science-in-biological-sciences-with-second-major-in-sustainability,Bachelor of Science in Biological Sciences With Second Major in Sustainability,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/bssust-bachelor-of-science-in-biological-sciences-with-second-major-in-sustainability,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Biology|Climate Change & Sustainability Studies,Biological Sciences|Physical and Environment Sciences|Politics and Social Studies,0.95,keyword,False,Sustainable Agriculture (0.65); Urban Design and Sustainability (0.62); Sustainable Engineering (0.59)
hscn-bachelor-of-arts-in-history-and-chinese,Bachelor of Arts in History and Chinese,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/hscn-bachelor-of-arts-in-history-and-chinese,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,History,History and Philosophy|Language and Area Studies|Politics and Social Studies,0.95,keyword,False,History (1.0); Sports Medicine (0.53); Hospitality and Tourism (0.52)
hslm-bachelor-of-arts-in-history-and-linguistics-and-multilingual-studies,Bachelor of Arts in History and Linguistics and Multilingual Studies,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/hslm-bachelor-of-arts-in-history-and-linguistics-and-multilingual-studies,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,History,History and Philosophy|Language and Area Studies|Politics and Social Studies,0.95,keyword,False,History (1.0); Linguistics (1.0); Languages and Linguistics (0.67)
hist-bachelor-of-arts-in-history,Bachelor of Arts in History,Nanyang Technological University,NTU,university,https://www.moe.gov.sg/coursefinder/coursedetail/hist-bachelor-of-arts-in-history,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,History,History and Philosophy|Politics and Social Studies,0.95,keyword,False,History (1.0); Chemistry (0.75); Philosophy (0.59)
20-bachelor-of-arts-in-industrial-design,Bachelor of Arts in Industrial Design,National University of Singapore,NUS,university,https://www.moe.gov.sg/coursefinder/coursedetail/20-bachelor-of-arts-in-industrial-design,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Industrial Design|Interior Design,Architecture and Planning|Arts and Design|Engineering,1.0,fuzzy,False,Industrial Design (1.0); Interior Design (0.75); Fashion Design (0.58)
hs-bachelor-in-humanities-and-sciences,Bachelor in Humanities and Sciences,National University of Singapore,NUS,university,https://www.moe.gov.sg/coursefinder/coursedetail/hs-bachelor-in-humanities-and-sciences,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,,,0.0,none,True,Natural Sciences (0.5); Political Science (0.5); Animal Science (0.49)
1p-bachelor-of-arts-in-philosophy-politics-and-economics,"Bachelor of Arts in Philosophy, Politics, and Economics",National University of Singapore,NUS,university,https://www.moe.gov.sg/coursefinder/coursedetail/1p-bachelor-of-arts-in-philosophy-politics-and-economics,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Economics|Philosophy|Political Science,Business and Economics|History and Philosophy|Legal Studies|Mathematics and Computer Science|Politics and Social Studies,0.95,keyword,False,"Economics (1.0); Philosophy, Politics and Economics (PPE) (0.91); Hospitality and Tourism (0.48)"
08-bachelor-of-landscape-architecture,Bachelor of Landscape Architecture,National University of Singapore,NUS,university,https://www.moe.gov.sg/coursefinder/coursedetail/08-bachelor-of-landscape-architecture,Bachelor's Degree,,Yes,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Architecture|Landscape Architecture,Architecture and Planning|Engineering|Physical and Environment Sciences,0.95,keyword,False,Accounting (0.0); Actuarial Science (0.0); Advertising (0.0)
03-bachelor-of-medicine-and-bachelor-of-surgery,Bachelor of Medicine and Bachelor of Surgery,National University of Singapore,NUS,university,https://www.moe.gov.sg/coursefinder/coursedetail/03-bachelor-of-medicine-and-bachelor-of-surgery,Bachelor's Degree,,No,,"GCE A-Level, Diploma, International Baccalaureate, NUS High School Diploma, International Qualifications",,,252universitycourses.html,Medicine,Biological Sciences|Medicine Sciences,0.95,keyword,False,Geography (0.5); Geology (0.43); History (0.43)
